username,followers,following,posts,bio,is_verified,has_profile_pic,label
billgates,225077797,1067,556,Official account. For business: manager@agency.com,1,1,0
nasa260,100947,47,42,Official fan account,0,1,1
dev_pete,530246,2931,638,Traveler | 50+ countries visited ✈️,0,1,0
emma.j,74,170,48,photographer | travel 📷,0,1,0
get_rich_88,79,4157,3,,0,0,1
xXx_profit_xXx,74,4166,1,NFT investor | crypto tips,0,0,1
amy_joy,50,72,5,Artist | Digital creator ✨,0,1,0
justinbieber,293891633,1623,3023,Oscar-winning director | Production company: @StudioX,1,1,0
emma.j,92,194,16,Nurse practitioner | women's health advocate,0,1,0
free_followers_now,78,3026,2,,0,0,1
lisa_writes,540551,1407,1698,Dance teacher | choreographer,0,1,0
crypto_king_9999,24,6870,0,,0,0,1
b.scott.official,92,91,5,Yoga instructor | wellness coach 🧘,0,1,0
real_human_01234,7130,6998,2781,,0,1,1
chris_builds,171,76,22,Traveler | 50+ countries visited ✈️,0,1,0
journeys_with_kai,759,479,5,News journalist @NYT,0,1,0
a8f7d3k9p2,68,3509,2,📈 passive income daily,0,0,1
fit_jessica,165708,67,12,,0,1,1
sarah_smith,185833,4,14,NFT investor | crypto tips,0,1,1
free_followers_now,49,6001,3,FREE BTC airdrop → link in bio,0,0,1
everyday_elena,50,22,6,Environmental activist 🌱,0,1,0
mike_2023,136,309,5,Nurse practitioner | women's health advocate,0,1,0
crypto_king_9999,2951,2148,7594,btc eth airdrop free coins,0,1,1
john_doe,374529,2684,1046,Nurse practitioner | women's health advocate,0,1,0
crypto_king_9999,20,4490,1,btc eth airdrop free coins,0,1,1
beyonce881,1812644,36,41,Official fan account,0,1,1
beyonce,29820897,1814,899,Nobel Peace Prize laureate | Activist,1,1,0
emma.j,79,180,17,News journalist @NYT,0,1,0
tim_cook851,172695,8,30,Official fan account,0,1,1
tom_techie,144461,38,11,Real estate investor | DM for passive income secrets,0,1,1
nike,22545684,1699,4162,Official account. For business: manager@agency.com,1,1,0
elonmusk,209514820,1125,3802,CEO @Fortune500 | Author | Speaker,1,1,0
chris_builds,371048,275,720,UX designer @Meta,1,1,0
code_master,50,36,14,News journalist @NYT,0,1,0
natgeo,41231110,1118,1818,CEO @Fortune500 | Author | Speaker,1,1,0
mindful_maya,318234,2113,1066,Marketing professional | keynote speaker,0,1,0
99882736450,2958,5068,4207,crypto signals ✅ 99% win rate,0,1,1
nina_art,361005,77,7,,0,1,1
surf_with_evan,51,79,88,Data scientist | ML researcher,0,1,0
paul_runs,318,485,5,UX designer @Meta,0,1,0
follow_back_101,55,4524,0,,0,1,1
xXx_profit_xXx,9,3639,4,investment advisor DM me,0,0,1
fit_jessica,107077,76,14,follow for follow back,0,0,1
alex_travel,50,121,6,Medical student | future doctor 🩺,0,1,0
sarah_smith,192702,888,1759,software engineer @ Google,0,1,0
grace_beauty,353685,54,4,,0,1,1
lisa_writes,110,61,9,Musician. Coffee addict. ☕,0,1,0
paul_runs,507580,2302,2013,Developer | Open source enthusiast,0,1,0
follow_back_101,7375,7369,3754,,0,1,1
chef_marco,55014,3,6,follow for follow back,0,1,1
lisa_writes,79,115,7,Teacher & lifelong learner 📚,0,1,0
therock410,382157,29,42,Official fan account,0,1,1
emma.j,439060,312,1785,Blogger | Lifestyle & wellness,0,1,0
everyday_elena,306865,58,11,Real estate investor | DM for passive income secrets,0,1,1
code_master,208,330,5,Blogger | Lifestyle & wellness,0,1,0
real_human_01234,46,4494,1,btc eth airdrop free coins,0,1,1
the_real_sam,462167,34,0,📈 passive income daily,0,0,1
bot_account_7,5871,5646,2471,📈 passive income daily,0,1,1
lena_captures,92713,76,5,Click link below 💰,0,1,1
lena_captures,118505,451,126,High school teacher | making STEM fun,1,1,0
kyliejenner259,601062,17,17,Official fan account,0,1,1
alex_travel,246055,323,2487,software engineer @ Google,0,1,0
free_follower_bot,367,5062,4776,btc eth airdrop free coins,0,1,1
therock,299732314,1364,941,International supermodel | Agency: IMG Models,1,1,0
nina_art,73,180,5,Freelance illustrator | art prints available,0,1,0
99882736450,74,3363,2,follow for follow back,0,0,1
paul_runs,424682,1200,1092,Teacher & lifelong learner 📚,0,1,0
get_rich_88,3331,2342,5250,promo available 📩,0,1,1
q7w8e9r0t1y2,19,6843,1,♻️ repost to win $1000,0,0,1
9182736450,16,6749,2,,0,0,1
real_human_01234,46,6820,1,FREE BTC airdrop → link in bio,0,1,1
cristiano,12186354,1154,2869,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
justinbieber58,400388,4,15,Official fan account,0,1,1
airdrop_winner99,4116,4888,3037,follow for follow back,0,1,1
natgeo112,499811,12,47,Official fan account,0,1,1
free_followers_now,5288,5514,5217,DM me to grow your account fast,0,1,1
nike,36929677,830,1900,CEO @Fortune500 | Author | Speaker,1,1,0
xXx_profit_xXx,4868,2739,3534,earn $500/day 👇,0,1,1
chef_marco,90,193,5,Entrepreneur | Founder @startup,0,1,0
q7w8e9r0t1y2,54,5285,3,crypto signals ✅ 99% win rate,0,1,1
zz_promo_zz,38,6095,3,Real estate investor | DM for passive income secrets,0,1,1
mindful_maya,50,99,5,Wildlife photographer based in Kenya,0,1,0
daniel_f,88,70,5,Environmental activist 🌱,0,1,0
mark_adventure,426305,694,2814,Podcaster | interviewing founders,0,1,0
alex_travel,50,23,27,News journalist @NYT,0,1,0
a8f7d3k9p2,67,6494,0,NFT investor | crypto tips,0,1,1
realmadrid783,655631,16,19,Official fan account,0,1,1
alex_travel,385437,1862,785,fitness coach 💪 DM for plans,1,1,0
free_followers_now,36,4340,1,NFT investor | crypto tips,0,0,1
beyonce,278015200,316,3364,Fashion icon | Creative Director @LuxuryBrand,1,1,0
fit_jessica,50,20,5,Teacher & lifelong learner 📚,0,1,0
dev_pete,1650,666,5,Entrepreneur | Founder @startup,0,1,0
tom_techie,50,54,5,Architect | sustainable design,0,1,0
chris_builds,295563,0,8,🔞 link in bio,0,0,1
tim_cook689,1931121,11,31,Official fan account,0,1,1
selenagomez513,1391379,25,31,Official fan account,0,1,1
jeffbezos,161726597,589,3351,Nobel Peace Prize laureate | Activist,1,1,0
taylorswift649,1236697,12,40,Official fan account,0,1,1
journeys_with_kai,88,131,5,Nurse practitioner | women's health advocate,0,1,0
nft_dropper_69,25,4821,2,investment advisor DM me,0,0,1
nft_dropper_69,34,3292,0,follow for follow back,0,1,1
daniel_f,66,149,5,mom of 3 | foodie 🍕,0,1,0
a8f7d3k9p2,4733,3110,3728,Real estate investor | DM for passive income secrets,0,1,1
sarah_smith,50,71,5,Medical student | future doctor 🩺,0,1,0
q7w8e9r0t1y2,50,5017,2,🔞 link in bio,0,1,1
chris_builds,50,33,5,mom of 3 | foodie 🍕,0,1,0
crypto_king_9999,58,6954,3,promo available 📩,0,0,1
mark_adventure,50,109,5,Podcaster | interviewing founders,0,1,0
chris_builds,211849,69,5,NFT investor | crypto tips,0,0,1
mindful_maya,50,59,5,Dance teacher | choreographer,0,1,0
realmadrid902,1316996,0,41,Official fan account,0,1,1
cristiano,12141431,566,838,Nobel Peace Prize laureate | Activist,1,1,0
the_real_sam,141,296,8,Yoga instructor | wellness coach 🧘,0,1,0
bot_account_7,967,4017,5276,,0,1,1
sarah_smith,50,105,5,UX designer @Meta,0,1,0
natgeo686,1064380,46,48,Official fan account,0,1,1
a8f7d3k9p2,2647,3963,3065,Get free followers — click bio link,0,1,1
jeffbezos625,1792078,11,30,Official fan account,0,1,1
daniel_f,195677,62,14,,0,0,1
chef_marco,460556,28,6,,0,1,1
lena_captures,260597,2605,2952,High school teacher | making STEM fun,1,1,0
daniel_f,660437,2422,2499,Marketing professional | keynote speaker,0,1,0
b.scott.official,192,284,5,News journalist @NYT,0,1,0
the_real_sam,579389,2336,1744,Entrepreneur | Founder @startup,0,1,0
alex_travel,269489,509,2148,Medical student | future doctor 🩺,1,1,0
follow_back_101,4071,5969,5004,♻️ repost to win $1000,0,1,1
everyday_elena,148,99,5,Wildlife photographer based in Kenya,0,1,0
99882736450,68,4852,1,Real estate investor | DM for passive income secrets,0,0,1
kyliejenner909,969807,43,45,Official fan account,0,1,1
1234567890ab,28,4552,4,,0,1,1
mark_adventure,287989,86,3,,0,0,1
journeys_with_kai,50,36,5,Developer | Open source enthusiast,0,1,0
bot_account_7,58,4197,0,follow for follow back,0,0,1
zz_promo_zz,7281,7275,4429,Real estate investor | DM for passive income secrets,0,1,1
real_human_01234,38,4217,1,btc eth airdrop free coins,0,0,1
nina_art,66,59,5,Artist | Digital creator ✨,0,1,0
taylorswift,271755193,245,2506,Oscar-winning director | Production company: @StudioX,1,1,0
99882736450,69,4578,0,earn $500/day 👇,0,0,1
nina_art,50,79,5,photographer | travel 📷,0,1,0
mark_adventure,978036,738,1889,Marketing professional | keynote speaker,0,1,0
zz_promo_zz,22,3092,4,Real estate investor | DM for passive income secrets,0,1,1
lisa_writes,890529,1647,357,Retired engineer | amateur astronomer 🔭,0,1,0
9182736450,1492,2613,2272,Real estate investor | DM for passive income secrets,0,1,1
mark_adventure,194,280,5,Environmental activist 🌱,0,1,0
9182736450,25,7123,3,🔞 link in bio,0,0,1
get_rich_88,53,3593,2,🔞 link in bio,0,0,1
airdrop_winner99,62,7069,1,Get free followers — click bio link,0,0,1
john_doe,429399,309,1074,Blogger | Lifestyle & wellness,0,1,0
chris_builds,54,123,5,Fashion designer | PR welcome,0,1,0
acc29471838,9,5678,2,♻️ repost to win $1000,0,0,1
chef_marco,50,47,5,Gaming streamer | Twitch partner 🎮,0,1,0
botanist_beth,401591,93,9,investment advisor DM me,0,1,1
get_rich_88,2922,6295,2710,🔞 link in bio,0,1,1
surf_with_evan,115901,1976,2654,Data scientist | ML researcher,0,1,0
surf_with_evan,165601,43,3,♻️ repost to win $1000,0,0,1
amy_joy,50,22,5,News journalist @NYT,0,1,0
mindful_maya,50,64,5,Blogger | Lifestyle & wellness,0,1,0
free_follower_bot,7043,4857,2930,,0,1,1
natgeo807,418728,12,7,Official fan account,0,1,1
follow_back_101,73,7197,3,,0,1,1
tim_cook,227668234,773,619,Fashion icon | Creative Director @LuxuryBrand,1,1,0
dev_pete,102921,1406,2256,Blogger | Lifestyle & wellness,0,1,0
photo_by_anna,240634,2572,2634,Podcaster | interviewing founders,0,1,0
chris_builds,778844,1672,515,Freelance illustrator | art prints available,1,1,0
realmadrid,274664808,1237,1077,Grammy-winning artist 🎵 | New album out now,1,1,0
creative_dan,361271,69,12,earn $500/day 👇,0,1,1
nike,290128058,1684,2475,Oscar-winning director | Production company: @StudioX,1,1,0
99882736450,62,6652,4,crypto signals ✅ 99% win rate,0,1,1
get_rich_88,3259,4382,6471,Click link below 💰,0,1,1
tom_techie,50,51,14,Nurse practitioner | women's health advocate,0,1,0
a8f7d3k9p2,1265,5023,5382,Real estate investor | DM for passive income secrets,0,1,1
cristiano,268170737,277,4217,Grammy-winning artist 🎵 | New album out now,1,1,0
alex_travel,53,66,18,Dog lover 🐾 | Hiking | Books,0,1,0
free_followers_now,27,6397,4,follow for follow back,0,0,1
tim_cook819,1338323,17,43,Official fan account,0,1,1
nina_art,100,240,19,Medical student | future doctor 🩺,0,1,0
lena_captures,50,69,5,High school teacher | making STEM fun,0,1,0
real_human_01234,34,3676,2,,0,0,1
9182736450,50,4188,2,♻️ repost to win $1000,0,1,1
surf_with_evan,50,52,27,Chef | Recipe creator 🍳,0,1,0
chris_builds,50,100,5,Teacher & lifelong learner 📚,0,1,0
billgates260,983559,37,22,Official fan account,0,1,1
chris_builds,50,123,5,News journalist @NYT,0,1,0
nike683,1735374,34,47,Official fan account,0,1,1
nina_art,50,43,5,Dance teacher | choreographer,0,1,0
taylorswift,25179995,1948,1714,Grammy-winning artist 🎵 | New album out now,1,1,0
beyonce797,772215,49,9,Official fan account,0,1,1
selenagomez365,1254122,36,48,Official fan account,0,1,1
free_follower_bot,1807,6136,2431,,0,1,1
cristiano674,1602428,41,10,Official fan account,0,1,1
mark_adventure,186974,28,9,♻️ repost to win $1000,0,1,1
lisa_writes,176755,29,7,📈 passive income daily,0,1,1
nina_art,50,97,5,Teacher & lifelong learner 📚,0,1,0
99882736450,4099,3919,3297,investment advisor DM me,0,1,1
nike523,700052,2,10,Official fan account,0,1,1
amy_joy,165,111,5,UX designer @Meta,0,1,0
therock13,415558,2,36,Official fan account,0,1,1
arianagrande187,455545,32,27,Official fan account,0,1,1
acc29471838,68,7474,0,crypto signals ✅ 99% win rate,0,1,1
lena_captures,63,147,5,Dog lover 🐾 | Hiking | Books,0,1,0
kimkardashian,267611502,1522,4274,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
realmadrid,218371389,1560,1807,Grammy-winning artist 🎵 | New album out now,1,1,0
chris_builds,50,90,5,Environmental activist 🌱,0,1,0
earn_fast_2024,4358,6826,7433,promo available 📩,0,1,1
tom_techie,38304,93,1,,0,1,1
a8f7d3k9p2,38,6596,2,Get free followers — click bio link,0,0,1
free_follower_bot,331,4402,2896,,0,1,1
mindful_maya,268,412,5,Data scientist | ML researcher,0,1,0
xXx_profit_xXx,12,5080,0,🔞 link in bio,0,1,1
q7w8e9r0t1y2,71,5477,1,Real estate investor | DM for passive income secrets,0,1,1
the_real_sam,469282,73,14,🔞 link in bio,0,0,1
dev_pete,50,20,5,Architect | sustainable design,0,1,0
tim_cook,52725339,696,612,Iconic musician 🎸 | 40+ years on stage,1,1,0
lisa_writes,122,289,15,Podcaster | interviewing founders,0,1,0
arianagrande523,1492795,26,33,Official fan account,0,1,1
code_master,85,98,5,News journalist @NYT,0,1,0
fit_jessica,921404,2561,2814,Freelance illustrator | art prints available,0,1,0
amy_joy,425,786,14,Marketing professional | keynote speaker,0,1,0
nasa51,1095860,10,18,Official fan account,0,1,1
emma.j,50,20,5,Teacher & lifelong learner 📚,0,1,0
elonmusk,188177731,785,4820,CEO @Fortune500 | Author | Speaker,1,1,0
john_doe,127,143,5,photographer | travel 📷,0,1,0
code_master,50,23,5,Blogger | Lifestyle & wellness,0,1,0
paul_runs,50,35,5,Artist | Digital creator ✨,0,1,0
journeys_with_kai,50,124,5,Blogger | Lifestyle & wellness,0,1,0
journeys_with_kai,131652,1203,1608,Artist | Digital creator ✨,1,1,0
lena_captures,216170,18,2,,0,0,1
nina_art,376603,68,7,promo available 📩,0,0,1
everyday_elena,50,107,37,Entrepreneur | Founder @startup,0,1,0
kyliejenner,132234526,141,2009,Oscar-winning director | Production company: @StudioX,1,1,0
surf_with_evan,112,64,14,Traveler | 50+ countries visited ✈️,0,1,0
daniel_f,50,91,53,photographer | travel 📷,0,1,0
beyonce,257107858,807,3633,Grammy-winning artist 🎵 | New album out now,1,1,0
chef_marco,132991,51,11,promo available 📩,0,1,1
alex_travel,78,67,5,Chef | Recipe creator 🍳,0,1,0
free_follower_bot,35,3377,4,Real estate investor | DM for passive income secrets,0,0,1
natgeo,233618614,182,800,International supermodel | Agency: IMG Models,1,1,0
sarah_smith,50,20,5,software engineer @ Google,0,1,0
tradebot_fx,1466,3436,1391,,0,1,1
neymarjr221,745942,3,19,Official fan account,0,1,1
lisa_writes,504074,520,896,Gaming streamer | Twitch partner 🎮,1,1,0
botanist_beth,122,174,25,Artist | Digital creator ✨,0,1,0
free_follower_bot,1163,2679,1175,Real estate investor | DM for passive income secrets,0,1,1
the_real_sam,342047,13,14,investment advisor DM me,0,0,1
selenagomez551,387870,20,25,Official fan account,0,1,1
everyday_elena,204,400,8,Chef | Recipe creator 🍳,0,1,0
get_rich_88,6476,3590,6046,,0,1,1
natgeo,60772552,113,4045,Oscar-winning director | Production company: @StudioX,1,1,0
a8f7d3k9p2,77,4561,1,NFT investor | crypto tips,0,0,1
mark_adventure,294,485,5,photographer | travel 📷,0,1,0
amy_joy,468984,2484,943,Podcaster | interviewing founders,1,1,0
dev_pete,50,86,5,Teacher & lifelong learner 📚,0,1,0
user8374629,554,6976,6532,Click link below 💰,0,1,1
grace_beauty,90,137,5,High school teacher | making STEM fun,0,1,0
elonmusk,89664026,1862,3563,Oscar-winning director | Production company: @StudioX,1,1,0
nasa171,186506,12,33,Official fan account,0,1,1
chef_marco,50,43,5,Chef | Recipe creator 🍳,0,1,0
xXx_profit_xXx,1319,6135,1506,♻️ repost to win $1000,0,1,1
oprah773,1314005,6,29,Official fan account,0,1,1
mark_adventure,671416,2610,1481,Yoga instructor | wellness coach 🧘,0,1,0
fcbarcelona864,699716,29,5,Official fan account,0,1,1
fcbarcelona849,1353499,2,10,Official fan account,0,1,1
crypto_king_9999,1737,5137,2952,🔞 link in bio,0,1,1
beyonce78,1724988,41,28,Official fan account,0,1,1
john_doe,84,176,5,Traveler | 50+ countries visited ✈️,0,1,0
lisa_writes,50,22,12,Freelance illustrator | art prints available,0,1,0
lena_captures,953780,2457,2782,Developer | Open source enthusiast,0,1,0
1234567890ab,33,6263,0,Real estate investor | DM for passive income secrets,0,0,1
justinbieber139,150177,10,39,Official fan account,0,1,1
tim_cook488,1795269,8,11,Official fan account,0,1,1
photo_by_anna,938339,1452,504,Fashion designer | PR welcome,0,1,0
oprah,110795490,1467,4410,Official account. For business: manager@agency.com,1,1,0
tom_techie,231325,52,12,promo available 📩,0,1,1
beyonce,199629748,872,2264,Oscar-winning director | Production company: @StudioX,1,1,0
nina_art,79,140,5,Nurse practitioner | women's health advocate,0,1,0
john_doe,58,60,9,Podcaster | interviewing founders,0,1,0
therock576,1197872,19,18,Official fan account,0,1,1
chef_marco,374843,1492,1799,Data scientist | ML researcher,1,1,0
taylorswift,217759880,1512,2835,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
free_followers_now,5013,5633,5798,,0,1,1
mark_adventure,50,76,6,Entrepreneur | Founder @startup,0,1,0
amy_joy,476784,30,10,🔞 link in bio,0,0,1
chris_builds,50,81,5,Musician. Coffee addict. ☕,0,1,0
paul_runs,335133,46,8,FREE BTC airdrop → link in bio,0,1,1
the_real_sam,33700,73,9,promo available 📩,0,0,1
dev_pete,328298,1749,1623,Chef | Recipe creator 🍳,0,1,0
elonmusk,110110888,1921,660,Fashion icon | Creative Director @LuxuryBrand,1,1,0
sarah_smith,214,511,17,Data scientist | ML researcher,0,1,0
nike673,859368,2,17,Official fan account,0,1,1
arianagrande871,1679715,36,8,Official fan account,0,1,1
zz_promo_zz,2250,4694,1854,Get free followers — click bio link,0,1,1
journeys_with_kai,50,20,5,Blogger | Lifestyle & wellness,0,1,0
jeffbezos510,1637555,28,43,Official fan account,0,1,1
chris_builds,50,81,21,Marketing professional | keynote speaker,0,1,0
lena_captures,450567,23,12,DM me to grow your account fast,0,1,1
john_doe,234706,66,4,,0,0,1
everyday_elena,50,53,51,Medical student | future doctor 🩺,0,1,0
tim_cook942,1274411,47,41,Official fan account,0,1,1
tom_techie,67,71,99,Nurse practitioner | women's health advocate,0,1,0
1234567890ab,36,6871,1,Click link below 💰,0,1,1
daniel_f,145864,1276,2354,software engineer @ Google,0,1,0
code_master,68,159,5,Environmental activist 🌱,0,1,0
arianagrande,70622833,654,1213,Nobel Peace Prize laureate | Activist,1,1,0
everyday_elena,53,20,5,mom of 3 | foodie 🍕,0,1,0
mindful_maya,50,65,44,Gaming streamer | Twitch partner 🎮,0,1,0
creative_dan,609778,2519,1176,Architect | sustainable design,1,1,0
everyday_elena,50,122,5,Data scientist | ML researcher,0,1,0
cristiano434,93009,31,35,Official fan account,0,1,1
code_master,549,836,14,Wildlife photographer based in Kenya,0,1,0
lisa_writes,399663,60,6,NFT investor | crypto tips,0,1,1
grace_beauty,244741,72,11,DM me to grow your account fast,0,1,1
cristiano216,856330,17,18,Official fan account,0,1,1
acc29471838,70,5306,4,crypto signals ✅ 99% win rate,0,0,1
surf_with_evan,66,119,5,mom of 3 | foodie 🍕,0,1,0
mark_adventure,84864,10,7,,0,0,1
sarah_smith,435754,956,2048,Musician. Coffee addict. ☕,0,1,0
mindful_maya,50,97,12,mom of 3 | foodie 🍕,0,1,0
nike226,1063527,31,19,Official fan account,0,1,1
free_followers_now,3865,2205,2181,,0,1,1
oprah719,1933559,4,35,Official fan account,0,1,1
free_followers_now,56,7269,2,Real estate investor | DM for passive income secrets,0,1,1
user8374629,7594,4941,1267,,0,1,1
creative_dan,50,32,5,Podcaster | interviewing founders,0,1,0
elonmusk,174186651,435,2477,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
arianagrande285,205007,9,37,Official fan account,0,1,1
nasa570,1286001,19,35,Official fan account,0,1,1
fit_jessica,672140,2505,326,Podcaster | interviewing founders,0,1,0
crypto_king_9999,52,5798,2,,0,1,1
creative_dan,96,165,5,Architect | sustainable design,0,1,0
tom_techie,76625,48,3,Click link below 💰,0,0,1
mike_2023,255755,56,10,♻️ repost to win $1000,0,1,1
nft_dropper_69,55,7267,1,♻️ repost to win $1000,0,1,1
99882736450,5260,2198,1704,crypto signals ✅ 99% win rate,0,1,1
paul_runs,208179,40,8,,0,1,1
nft_dropper_69,14,7309,1,FREE BTC airdrop → link in bio,0,0,1
tom_techie,972373,1274,1439,Entrepreneur | Founder @startup,0,1,0
mike_2023,56,130,42,Marketing professional | keynote speaker,0,1,0
free_follower_bot,6699,3012,2433,crypto signals ✅ 99% win rate,0,1,1
creative_dan,482299,2082,2312,Data scientist | ML researcher,0,1,0
daniel_f,33941,31,6,FREE BTC airdrop → link in bio,0,1,1
surf_with_evan,55,47,7,Dance teacher | choreographer,0,1,0
realmadrid,85133783,657,2341,International supermodel | Agency: IMG Models,1,1,0
mike_2023,56,55,5,Marketing professional | keynote speaker,0,1,0
john_doe,156578,54,4,NFT investor | crypto tips,0,1,1
paul_runs,50,88,15,Podcaster | interviewing founders,0,1,0
zz_promo_zz,3607,2442,7703,Click link below 💰,0,1,1
natgeo70,1235187,34,38,Official fan account,0,1,1
sarah_smith,50,44,5,Traveler | 50+ countries visited ✈️,0,1,0
user8374629,4145,2362,4720,FREE BTC airdrop → link in bio,0,1,1
fcbarcelona503,573178,9,27,Official fan account,0,1,1
fcbarcelona602,828275,38,38,Official fan account,0,1,1
1234567890ab,956,5015,4158,follow for follow back,0,1,1
bot_account_7,6204,5829,2878,promo available 📩,0,1,1
journeys_with_kai,50,54,5,fitness coach 💪 DM for plans,0,1,0
alex_travel,232042,1243,1707,Yoga instructor | wellness coach 🧘,1,1,0
chef_marco,387,649,17,High school teacher | making STEM fun,0,1,0
earn_fast_2024,41,6068,1,Click link below 💰,0,1,1
tim_cook418,190211,3,5,Official fan account,0,1,1
creative_dan,50,50,12,News journalist @NYT,0,1,0
everyday_elena,50,40,7,Medical student | future doctor 🩺,0,1,0
creative_dan,140,132,6,Gaming streamer | Twitch partner 🎮,0,1,0
mark_adventure,577924,1004,1953,Retired engineer | amateur astronomer 🔭,0,1,0
cristiano,252397277,1474,959,Iconic musician 🎸 | 40+ years on stage,1,1,0
mindful_maya,205948,74,1,Get free followers — click bio link,0,1,1
amy_joy,186259,79,4,FREE BTC airdrop → link in bio,0,1,1
botanist_beth,31232,99,3,btc eth airdrop free coins,0,1,1
everyday_elena,50,66,5,Traveler | 50+ countries visited ✈️,0,1,0
photo_by_anna,453132,1591,1097,Musician. Coffee addict. ☕,0,1,0
code_master,96096,78,8,investment advisor DM me,0,0,1
chris_builds,50,98,44,photographer | travel 📷,0,1,0
the_real_sam,50,73,11,photographer | travel 📷,0,1,0
a8f7d3k9p2,340,4174,6309,follow for follow back,0,1,1
chef_marco,50,21,5,photographer | travel 📷,0,1,0
therock84,765089,37,42,Official fan account,0,1,1
chef_marco,114787,44,2,,0,0,1
john_doe,176509,73,7,♻️ repost to win $1000,0,0,1
billgates684,789802,6,16,Official fan account,0,1,1
beyonce827,548198,43,15,Official fan account,0,1,1
sarah_smith,269014,26,3,♻️ repost to win $1000,0,1,1
grace_beauty,620028,1286,468,Fashion designer | PR welcome,0,1,0
a8f7d3k9p2,24,4404,1,earn $500/day 👇,0,1,1
kyliejenner806,166800,40,9,Official fan account,0,1,1
tradebot_fx,61,4476,2,,0,1,1
nike25,859175,8,41,Official fan account,0,1,1
b.scott.official,50,109,5,Data scientist | ML researcher,0,1,0
chris_builds,194153,2623,2597,Dance teacher | choreographer,1,1,0
botanist_beth,56899,22,11,,0,0,1
emma.j,432985,531,2655,Dance teacher | choreographer,0,1,0
alex_travel,50,82,8,fitness coach 💪 DM for plans,0,1,0
kimkardashian,189373541,1717,2409,Grammy-winning artist 🎵 | New album out now,1,1,0
free_followers_now,41,6769,1,investment advisor DM me,0,1,1
b.scott.official,142,172,10,News journalist @NYT,0,1,0
selenagomez,114925346,672,3513,International supermodel | Agency: IMG Models,1,1,0
cristiano,19278810,923,2546,Grammy-winning artist 🎵 | New album out now,1,1,0
grace_beauty,61,28,12,Environmental activist 🌱,0,1,0
b.scott.official,713069,2737,2481,Yoga instructor | wellness coach 🧘,0,1,0
botanist_beth,149,97,5,Musician. Coffee addict. ☕,0,1,0
kyliejenner316,1794675,16,6,Official fan account,0,1,1
justinbieber,36283764,1927,2021,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
mark_adventure,220370,1220,204,Marketing professional | keynote speaker,0,1,0
kyliejenner569,594762,30,15,Official fan account,0,1,1
earn_fast_2024,3718,6252,1411,,0,1,1
the_real_sam,187280,1926,1267,Gaming streamer | Twitch partner 🎮,1,1,0
airdrop_winner99,3571,6142,5281,,0,1,1
kimkardashian,68452267,1187,1949,CEO @Fortune500 | Author | Speaker,1,1,0
taylorswift100,1289740,48,42,Official fan account,0,1,1
beyonce255,1780659,31,29,Official fan account,0,1,1
lisa_writes,126,311,5,Traveler | 50+ countries visited ✈️,0,1,0
code_master,142087,266,2869,Architect | sustainable design,1,1,0
chef_marco,127229,5,5,earn $500/day 👇,0,1,1
lena_captures,901786,1056,1635,Freelance illustrator | art prints available,0,1,0
acc29471838,4146,4321,4488,earn $500/day 👇,0,1,1
creative_dan,344842,84,8,,0,1,1
journeys_with_kai,245,412,14,Yoga instructor | wellness coach 🧘,0,1,0
xXx_profit_xXx,10,6063,3,🔞 link in bio,0,0,1
q7w8e9r0t1y2,49,6459,0,,0,0,1
daniel_f,404043,88,5,📈 passive income daily,0,0,1
creative_dan,107278,64,14,crypto signals ✅ 99% win rate,0,0,1
botanist_beth,50,104,11,Architect | sustainable design,0,1,0
alex_travel,101652,94,6,Real estate investor | DM for passive income secrets,0,1,1
lisa_writes,61,85,17,Freelance illustrator | art prints available,0,1,0
b.scott.official,23298,70,12,🔞 link in bio,0,1,1
real_human_01234,35,7277,1,♻️ repost to win $1000,0,0,1
crypto_king_9999,5,4388,0,📈 passive income daily,0,1,1
mark_adventure,50,70,17,Musician. Coffee addict. ☕,0,1,0
crypto_king_9999,74,6698,2,📈 passive income daily,0,0,1
jeffbezos702,1108728,27,6,Official fan account,0,1,1
sarah_smith,53,79,5,Gaming streamer | Twitch partner 🎮,0,1,0
the_real_sam,50,25,5,Artist | Digital creator ✨,0,1,0
emma.j,50,45,5,Teacher & lifelong learner 📚,0,1,0
mark_adventure,437953,92,13,promo available 📩,0,1,1
tim_cook226,120925,34,27,Official fan account,0,1,1
sarah_smith,50,91,5,Chef | Recipe creator 🍳,0,1,0
amy_joy,77,32,5,Dance teacher | choreographer,0,1,0
jeffbezos197,1664388,39,20,Official fan account,0,1,1
code_master,50,96,6,fitness coach 💪 DM for plans,0,1,0
billgates,104714071,1222,1685,Official account. For business: manager@agency.com,1,1,0
tom_techie,81,129,5,Fashion designer | PR welcome,0,1,0
get_rich_88,20,5455,0,,0,0,1
the_real_sam,462875,87,6,Click link below 💰,0,0,1
a8f7d3k9p2,64,5457,0,,0,1,1
sarah_smith,109,48,27,Retired engineer | amateur astronomer 🔭,0,1,0
chris_builds,50,74,55,Dance teacher | choreographer,0,1,0
a8f7d3k9p2,3,6727,0,earn $500/day 👇,0,0,1
